DecisionToInclude,docLen,SentLen,SentAVG,TF,IDF
0,455,51,0.11,0.11,20.48
0,455,61,0.13,0.06,23.98
0,455,34,0.07,0.06,12.58
0,455,34,0.07,0.06,10.69
0,455,42,0.09,0.09,15.63
0,455,114,0.25,0.14,45.11
0,455,36,0.08,0.11,12.23
0,455,27,0.06,0.06,8.14
1,455,78,0.17,0.1,25.73
0,455,40,0.09,0.05,15.47
1,455,48,0.11,0.1,14.91
1,455,67,0.15,0.11,24.76
0,455,38,0.08,0.09,12.58
1,455,66,0.15,0.15,25.35
0,455,94,0.21,0.09,31.84
0,455,69,0.15,0.1,26.01
0,455,37,0.08,0.08,13.52
0,455,29,0.06,0.08,12.49
0,455,104,0.23,0.12,40.98
1,455,34,0.07,0.06,14.68
0,455,108,0.24,0.14,39.46
1,455,50,0.11,0.09,18.72
0,455,43,0.09,0.11,13.44
0,455,71,0.16,0.09,27.27
1,455,28,0.06,0.08,8.04
1,455,143,0.31,0.12,57.26
1,455,33,0.07,0.07,12.11
1,455,84,0.18,0.17,34.17
0,455,45,0.1,0.1,17.02
0,455,78,0.17,0.17,28.95
0,455,19,0.04,0.09,6.08
0,455,44,0.1,0.1,17.9
1,455,51,0.11,0.06,14.44
1,455,26,0.06,0.05,13.18
0,455,44,0.1,0.1,15.38
0,455,29,0.06,0.07,11.97
0,455,42,0.09,0.17,15.93
0,455,85,0.19,0.32,35.06
1,455,70,0.15,0.18,23.82
1,455,64,0.14,0.15,23.16
1,455,16,0.04,0.05,7.57
0,455,23,0.05,0.07,10.59
0,455,27,0.06,0.12,8.23
1,455,61,0.13,0.07,23.41
1,455,66,0.15,0.12,23.47
0,455,94,0.21,0.14,33.2
1,455,57,0.13,0.09,21.31
0,455,38,0.08,0.16,11.84
0,455,35,0.08,0.11,11.71
0,455,52,0.11,0.18,18.16
1,455,43,0.09,0.09,14.26
0,455,46,0.1,0.1,16.48
0,455,82,0.18,0.08,30.33
1,455,29,0.06,0.1,10.96
1,455,94,0.21,0.07,31.13
1,455,22,0.05,0.05,7.28
1,318,60,0.19,0.08,10.35
1,318,143,0.45,0.21,37.72
1,318,44,0.14,0.13,10.52
0,318,45,0.14,0.09,10.04
0,318,89,0.28,0.08,22.08
0,318,70,0.22,0.12,16.42
0,318,28,0.09,0.08,6.97
0,318,34,0.11,0.12,6.97
0,318,28,0.09,0.04,6.68
0,318,49,0.15,0.09,12.48
0,318,24,0.08,0.05,5.7
1,318,89,0.28,0.07,18.43
1,318,27,0.08,0.06,5.66
1,318,44,0.14,0.05,12.53
0,318,35,0.11,0.06,7.66
1,318,48,0.15,0.05,11.55
1,318,78,0.25,0.08,18.09
1,318,90,0.28,0.12,25.07
1,318,27,0.08,0.04,6.77
1,318,56,0.18,0.09,11.35
1,318,39,0.12,0.11,7.45
1,318,102,0.32,0.2,19.65
1,318,53,0.17,0.09,14.14
1,318,47,0.15,0.05,13.85
0,318,75,0.24,0.12,16.7
0,318,73,0.23,0.19,17.97
0,318,48,0.15,0.08,9.44
0,318,97,0.31,0.14,17.66
0,318,67,0.21,0.12,12.87
0,318,63,0.2,0.11,17.29
0,318,58,0.18,0.13,12.54
0,318,44,0.14,0.04,11.65
0,318,165,0.52,0.21,37.47
0,318,63,0.2,0.14,13.95
0,318,32,0.1,0.08,7.07
0,318,50,0.16,0.08,9.53
0,318,28,0.09,0.09,5.77
0,318,37,0.12,0.13,5.92
1,318,53,0.17,0.07,11.23
1,318,69,0.22,0.08,13.38
0,318,61,0.19,0.13,10.68
0,318,29,0.09,0.04,6.02
0,318,40,0.13,0.06,8.61
1,318,43,0.14,0.07,10.53
1,318,50,0.16,0.12,11.87
1,318,59,0.19,0.11,10.59
1,318,63,0.2,0.1,12.33
1,318,44,0.14,0.09,7.26
0,318,76,0.24,0.14,11.15
0,207,91,0.44,0.17,21.93
1,207,54,0.26,0.19,11.04
1,207,72,0.35,0.2,18.44
1,207,42,0.2,0.12,11.09
0,207,26,0.13,0.18,7.57
0,207,24,0.12,0.11,7.87
0,207,45,0.22,0.18,14.37
0,207,26,0.13,0.11,7.46
1,207,80,0.39,0.26,16.12
0,207,30,0.14,0.21,2.61
1,207,55,0.27,0.08,14.18
1,207,69,0.33,0.16,15.82
0,207,57,0.28,0.16,11.03
1,207,39,0.19,0.09,11.59
1,207,76,0.37,0.18,19.47
1,207,60,0.29,0.23,13.77
1,207,38,0.18,0.13,9.14
0,207,65,0.31,0.13,16.5
0,207,27,0.13,0.08,4.72
0,207,45,0.22,0.25,6.37
0,207,78,0.38,0.24,18.25
0,207,24,0.12,0.08,5.23
0,207,29,0.14,0.19,4.53
0,207,55,0.27,0.2,14.03
0,207,67,0.32,0.21,23.27
0,207,54,0.26,0.29,8.83
0,207,47,0.23,0.07,11.72
1,207,57,0.28,0.21,14.06
1,207,41,0.2,0.17,13.17
0,207,39,0.19,0.07,9.08
1,207,47,0.23,0.17,13.58
1,207,43,0.21,0.06,14.28
0,207,70,0.34,0.17,15.71
0,207,45,0.22,0.17,8.32
0,207,35,0.17,0.13,9.2
1,207,53,0.26,0.18,11.65
1,207,57,0.28,0.2,14.98
1,207,64,0.31,0.19,15.07
1,202,35,0.17,0.12,6.84
1,202,156,0.77,0.33,35.7
1,202,66,0.33,0.12,15.63
0,202,45,0.22,0.09,11.6
0,202,62,0.31,0.12,13.55
0,202,39,0.19,0.09,8.59
0,202,55,0.27,0.1,10.72
1,202,109,0.54,0.18,20.34
0,202,69,0.34,0.12,12.82
0,202,55,0.27,0.17,11.49
0,202,65,0.32,0.1,14.42
0,202,65,0.32,0.14,12.82
0,202,195,0.97,0.3,48.84
0,202,51,0.25,0.06,11.93
0,202,48,0.24,0.09,7.78
0,202,16,0.08,0.04,4.41
1,202,46,0.23,0.13,8.93
1,202,39,0.19,0.06,7.3
1,202,39,0.19,0.05,8.92
0,202,125,0.62,0.19,23.27
0,202,57,0.28,0.09,11.3
0,202,53,0.26,0.11,9.73
1,202,50,0.25,0.11,9.17
1,358,79,0.22,0.15,22.13
1,358,92,0.26,0.15,29.55
1,358,50,0.14,0.08,15.35
0,358,62,0.17,0.15,17.95
0,358,16,0.04,0.06,6.15
1,358,45,0.13,0.06,12.93
1,358,65,0.18,0.09,20.69
1,358,30,0.08,0.06,10.39
0,358,37,0.1,0.07,12.13
0,358,80,0.22,0.14,23.39
0,358,51,0.14,0.1,17.91
1,358,80,0.22,0.09,32.83
0,358,33,0.09,0.08,12.46
0,358,44,0.12,0.08,15.57
0,358,31,0.09,0.07,8.72
0,358,83,0.23,0.17,27.72
0,358,66,0.18,0.11,21.5
0,358,38,0.11,0.09,12.75
0,358,49,0.14,0.15,12.55
1,358,62,0.17,0.06,23.7
0,358,39,0.11,0.09,16.61
1,358,6,0.02,0.05,2.53
1,358,25,0.07,0.06,7.65
1,358,26,0.07,0.05,11.63
1,358,30,0.08,0.08,10.61
1,358,27,0.08,0.09,9.9
1,358,31,0.09,0.09,10.59
0,358,25,0.07,0.08,8.6
0,358,65,0.18,0.13,23.04
0,358,58,0.16,0.12,22.33
0,358,30,0.08,0.08,10.47
0,358,31,0.09,0.1,8.48
0,358,49,0.14,0.11,15.41
0,358,31,0.09,0.11,13.2
0,358,36,0.1,0.09,10.73
0,358,53,0.15,0.13,19.2
0,358,62,0.17,0.14,19.32
0,358,50,0.14,0.13,16.69
1,358,42,0.12,0.08,12.46
0,358,103,0.29,0.14,32.32
1,358,61,0.17,0.11,20.29
1,358,23,0.06,0.08,10.65
1,358,62,0.17,0.12,15.95
1,358,49,0.14,0.09,13.09
0,358,105,0.29,0.18,37.36
1,358,60,0.17,0.14,13.23
1,358,41,0.11,0.08,12.38
1,358,69,0.19,0.12,18.56
1,358,51,0.14,0.08,19.24
1,358,90,0.25,0.14,29.22
1,358,64,0.18,0.11,24.96
0,358,89,0.25,0.09,28.91
0,358,28,0.08,0.09,8.02
0,358,82,0.23,0.1,27.45
0,358,45,0.13,0.15,9.9
1,358,60,0.17,0.09,16.27
0,358,36,0.1,0.08,9.05
1,358,49,0.14,0.07,19.16
1,358,47,0.13,0.08,20.56
0,358,50,0.14,0.06,20.16
0,358,25,0.07,0.05,6.96
0,358,60,0.17,0.16,18.26
0,358,24,0.07,0.05,6.85
0,358,36,0.1,0.09,12.87
0,358,21,0.06,0.1,6.09
0,358,48,0.13,0.08,15.03
1,161,88,0.55,0.2,22.85
0,161,54,0.34,0.14,16.38
1,161,49,0.3,0.13,14.76
1,161,52,0.32,0.14,11.92
0,161,25,0.16,0.1,9.32
1,161,22,0.14,0.08,6.36
1,161,109,0.68,0.23,33.67
0,161,45,0.28,0.13,13.77
1,161,46,0.29,0.16,11.69
0,161,31,0.19,0.16,10.78
1,161,40,0.25,0.15,12.17
0,161,110,0.68,0.2,32.12
0,161,43,0.27,0.11,13.54
0,161,54,0.34,0.15,18.34
0,161,44,0.27,0.18,12.45
0,161,23,0.14,0.18,5.28
0,161,32,0.2,0.19,11.06
0,161,45,0.28,0.23,11.75
0,161,71,0.44,0.15,20.2
0,161,120,0.75,0.47,32.78
0,161,106,0.66,0.31,28.26
0,161,71,0.44,0.32,16.05
1,161,60,0.37,0.21,17.18
1,161,52,0.32,0.1,14.01
1,240,57,0.24,0.19,16.13
1,240,40,0.17,0.15,10.99
0,240,39,0.16,0.13,11.19
0,240,38,0.16,0.12,11.13
1,240,75,0.31,0.21,24.14
1,240,29,0.12,0.13,8.64
1,240,48,0.2,0.13,15.37
0,240,38,0.16,0.2,12.61
0,240,47,0.2,0.14,14.05
0,240,36,0.15,0.13,10.38
0,240,38,0.16,0.2,12.61
0,240,76,0.32,0.21,21.05
1,240,27,0.11,0.11,8.09
1,240,61,0.25,0.23,17.02
1,240,27,0.11,0.06,8.55
1,240,57,0.24,0.07,19.29
0,240,98,0.41,0.26,23.68
1,240,33,0.14,0.06,9.41
0,240,26,0.11,0.12,6.64
0,240,30,0.12,0.08,9.78
0,240,57,0.24,0.25,12.02
0,240,30,0.12,0.07,9.07
0,240,43,0.18,0.15,10.7
0,240,53,0.22,0.15,13.85
1,240,51,0.21,0.11,14
0,240,77,0.32,0.19,20.24
0,240,96,0.4,0.2,25.73
0,240,34,0.14,0.13,8.87
0,240,47,0.2,0.19,14.53
0,240,67,0.28,0.09,24.31
0,240,50,0.21,0.17,14.21
0,240,18,0.08,0.05,6.7
1,240,85,0.35,0.21,24.04
1,240,75,0.31,0.15,26.04
1,240,30,0.12,0.06,10.29
1,240,46,0.19,0.12,11.61
1,240,150,0.62,0.34,42.57
1,240,34,0.14,0.07,9.37
0,240,30,0.12,0.13,7.18
1,240,61,0.25,0.19,19.91
1,240,98,0.41,0.14,34.16
1,240,43,0.18,0.11,14.93
0,297,66,0.22,0.09,24.38
0,297,47,0.16,0.1,17.91
1,297,69,0.23,0.11,26.37
1,297,47,0.16,0.09,19.84
1,297,119,0.4,0.26,43.2
0,297,9,0.03,0.08,2.76
0,297,45,0.15,0.08,12.84
1,297,49,0.16,0.08,13.26
0,297,48,0.16,0.16,15.72
1,297,47,0.16,0.07,14.88
1,297,81,0.27,0.18,28.38
1,297,62,0.21,0.21,20.06
0,297,52,0.18,0.08,13.35
1,297,27,0.09,0.1,6.02
1,297,27,0.09,0.07,5.55
1,297,57,0.19,0.13,17.9
0,297,31,0.1,0.08,10.06
0,297,42,0.14,0.19,12.36
0,297,52,0.18,0.12,15.43
0,297,51,0.17,0.21,13.12
0,297,55,0.19,0.26,17.9
0,297,47,0.16,0.16,16.39
0,297,21,0.07,0.22,9.51
0,297,71,0.24,0.14,26.49
0,297,62,0.21,0.25,22.92
1,297,54,0.18,0.07,16.91
1,297,32,0.11,0.08,9.73
1,297,38,0.13,0.11,17.16
1,297,12,0.04,0.06,5.35
0,297,44,0.15,0.06,20.21
1,297,27,0.09,0.13,9.72
1,297,28,0.09,0.06,14.42
1,297,52,0.18,0.09,20.2
0,297,46,0.15,0.23,18.56
0,297,90,0.3,0.14,32.35
0,297,42,0.14,0.19,13.45
1,297,64,0.22,0.11,25.43
1,297,32,0.11,0.08,10.24
1,297,38,0.13,0.1,12.95
0,297,23,0.08,0.16,7.14
0,297,55,0.19,0.17,20.08
0,297,28,0.09,0.06,10.21
0,297,34,0.11,0.09,13.18
0,297,73,0.25,0.17,26.84
0,297,98,0.33,0.26,43.31
1,297,65,0.22,0.1,22.77
0,297,47,0.16,0.1,17.91
1,297,69,0.23,0.11,26.37
1,297,47,0.16,0.09,19.84
1,297,119,0.4,0.26,43.2
0,297,9,0.03,0.08,2.76
0,297,45,0.15,0.08,12.84
1,297,49,0.16,0.08,13.26
0,297,48,0.16,0.16,15.72
1,297,47,0.16,0.07,14.88
1,297,81,0.27,0.18,28.38
1,297,62,0.21,0.21,20.06
0,297,52,0.18,0.08,13.35
1,297,27,0.09,0.1,6.02
1,297,27,0.09,0.07,5.55
1,297,57,0.19,0.13,17.9
0,297,31,0.1,0.08,10.06
0,297,42,0.14,0.19,12.36
0,297,52,0.18,0.12,15.43
0,297,51,0.17,0.21,13.12
0,297,55,0.19,0.26,17.9
0,297,47,0.16,0.16,16.39
0,297,21,0.07,0.22,9.51
0,297,71,0.24,0.14,26.49
0,297,62,0.21,0.25,22.92
0,297,63,0.21,0.14,25.31
0,297,44,0.15,0.18,13.31
0,297,113,0.38,0.17,40.7
0,297,27,0.09,0.08,11.38
0,297,38,0.13,0.12,16.79
0,297,49,0.16,0.15,21.84
0,297,6,0.02,0.05,2.86
1,349,74,0.21,0.15,25.74
1,349,43,0.12,0.09,16.67
1,349,92,0.26,0.14,39.76
1,349,26,0.07,0.06,10.66
1,349,17,0.05,0.06,6.6
0,349,78,0.22,0.13,27.07
0,349,36,0.1,0.08,14.22
1,349,27,0.08,0.11,6.58
1,349,48,0.14,0.12,15.94
1,349,59,0.17,0.14,23.92
1,349,194,0.56,0.23,74.14
1,349,64,0.18,0.12,25.71
1,349,120,0.34,0.14,44.14
0,349,82,0.23,0.11,28.94
0,349,57,0.16,0.1,23.77
0,349,69,0.2,0.12,27.06
0,349,50,0.14,0.1,21.61
0,349,41,0.12,0.12,16.82
0,349,41,0.12,0.09,15.32
0,349,94,0.27,0.12,37.32
1,349,62,0.18,0.12,22.85
0,349,43,0.12,0.1,19.28
0,349,31,0.09,0.08,14.25
0,349,70,0.2,0.19,27.1
0,349,80,0.23,0.12,29.71
1,349,72,0.21,0.14,30.55
0,349,64,0.18,0.1,28.24
0,349,72,0.21,0.14,24
0,349,30,0.09,0.1,12.27
0,349,29,0.08,0.08,11.14
0,349,38,0.11,0.12,13.96
0,349,42,0.12,0.07,14.51
0,349,28,0.08,0.12,6.55
0,349,58,0.17,0.13,19.78
0,349,43,0.12,0.1,14.37
0,349,53,0.15,0.11,19.89
0,349,92,0.26,0.12,33.19
0,349,45,0.13,0.15,11.74
0,349,60,0.17,0.12,21.25
0,349,35,0.1,0.07,12.53
0,349,35,0.1,0.07,12.93
0,349,42,0.12,0.12,13.91
0,349,110,0.32,0.12,36.78
1,349,70,0.2,0.11,28.25
0,349,54,0.15,0.11,17.69
0,349,55,0.16,0.1,20.87
0,349,28,0.08,0.08,11.83
0,349,55,0.16,0.11,21.94
0,349,42,0.12,0.11,15.12
1,470,93,0.2,0.16,57.73
1,470,25,0.05,0.12,12.65
1,470,65,0.14,0.16,40.99
1,470,50,0.11,0.19,32.51
1,470,31,0.07,0.13,21.53
1,470,100,0.21,0.25,64.72
1,470,38,0.08,0.13,24.46
1,470,41,0.09,0.15,30.54
0,470,126,0.27,0.25,69.19
0,470,76,0.16,0.18,48.75
0,470,35,0.07,0.14,21.64
0,470,64,0.14,0.17,41.08
0,470,58,0.12,0.17,35.58
0,470,31,0.07,0.16,17.82
0,470,49,0.1,0.16,30.22
0,470,27,0.06,0.15,17.52
1,470,68,0.14,0.2,37.88
0,470,1,0,0.11,0
0,470,1,0,0.11,0
1,470,56,0.12,0.16,35.51
1,470,36,0.08,0.18,20.3
1,470,41,0.09,0.2,22.43
0,470,1,0,0.11,0
0,470,1,0,0.11,0
1,470,80,0.17,0.16,48.66
1,470,25,0.05,0.15,18.44
1,470,25,0.05,0.12,17.98
0,470,1,0,0.11,0
0,470,1,0,0.11,0
1,470,54,0.11,0.13,31.26
0,470,1,0,0.11,0
0,470,1,0,0.11,0
0,470,56,0.12,0.13,28.52
0,470,1,0,0.11,0
0,470,1,0,0.11,0
0,470,31,0.07,0.16,16.31
0,470,1,0,0.11,0
0,470,1,0,0.11,0
0,470,28,0.06,0.12,15.27
1,470,38,0.08,0.13,20.62
0,470,1,0,0.11,0
0,470,1,0,0.11,0
0,470,61,0.13,0.19,39.99
0,470,33,0.07,0.12,16.89
0,470,27,0.06,0.15,15.39
0,470,1,0,0.11,0
0,470,1,0,0.11,0
0,470,45,0.1,0.18,25.31
0,470,11,0.02,0.12,6.17
0,470,1,0,0.11,0
0,470,1,0,0.11,0
1,470,159,0.34,0.28,95.03
0,470,1,0,0.11,0
1,470,57,0.12,0.17,25
0,470,1,0,0.11,0
0,470,1,0,0.11,0
0,470,30,0.06,0.12,17.12
0,470,1,0,0.11,0
0,470,1,0,0.11,0
1,470,76,0.16,0.18,43.41
0,470,1,0,0.11,0
1,470,71,0.15,0.19,47.91
0,470,33,0.07,0.15,18.64
0,470,1,0,0.11,0
0,470,1,0,0.11,0
0,470,77,0.16,0.18,43.73
0,470,77,0.16,0.16,43.65
0,470,1,0,0.11,0
0,470,1,0,0.11,0
1,470,56,0.12,0.13,29.11
1,470,33,0.07,0.16,17.15
0,470,1,0,0.11,0
0,470,1,0,0.11,0
0,470,64,0.14,0.22,39.74
0,470,1,0,0.11,0
0,470,46,0.1,0.19,25.68
0,470,106,0.23,0.19,52.86
0,470,60,0.13,0.23,33.69
0,470,100,0.21,0.18,61.75
0,470,1,0,0.11,0
0,470,1,0,0.11,0
0,470,37,0.08,0.13,21.53
0,470,42,0.09,0.16,22.38
0,470,1,0,0.11,0
0,470,1,0,0.11,0
0,470,51,0.11,0.17,27.95
0,470,71,0.15,0.19,42.27
0,470,1,0,0.11,0
0,470,1,0,0.11,0
0,470,1,0,0.11,0
1,470,89,0.19,0.21,51.32
0,470,1,0,0.11,0
0,470,1,0,0.11,0
1,470,55,0.12,0.18,30.1
1,470,32,0.07,0.15,19.42
1,470,86,0.18,0.24,49.84
1,470,67,0.14,0.14,39.66
0,470,1,0,0.11,0
0,470,1,0,0.11,0
0,470,37,0.08,0.15,21.43
0,470,37,0.08,0.13,20.62
0,470,1,0,0.11,0
0,470,1,0,0.11,0
0,470,1,0,0.11,0
0,470,71,0.15,0.21,46.89
0,470,1,0,0.11,0
0,470,1,0,0.11,0
0,470,41,0.09,0.15,22.16
0,470,40,0.09,0.05,33.89
0,470,1,0,0.11,0
0,470,25,0.05,0.12,13.85
0,470,56,0.12,0.13,28.7
0,470,1,0,0.11,0
0,470,1,0,0.11,0
0,470,1,0,0.11,0
0,470,64,0.14,0.13,39.03
0,470,40,0.09,0.12,22.12
0,470,1,0,0.11,0
1,470,44,0.09,0.16,26.85
0,470,1,0,0.11,0
0,470,1,0,0.11,0
1,470,15,0.03,0.12,11.52
0,470,1,0,0.11,0
0,470,1,0,0.11,0
0,470,28,0.06,0.13,17
0,470,65,0.14,0.19,35.55
0,470,6,0.01,0.12,3.43
0,470,1,0,0.11,0
0,470,46,0.1,0.17,29.35
0,470,70,0.15,0.16,39.13
0,282,50,0.18,0.08,10.66
0,282,81,0.29,0.2,21.96
1,282,55,0.2,0.18,16.31
0,282,69,0.24,0.11,18.77
0,282,93,0.33,0.22,20.56
0,282,85,0.3,0.12,20.79
1,282,50,0.18,0.12,14.21
1,282,34,0.12,0.05,10.01
0,282,41,0.15,0.07,14.55
0,282,52,0.18,0.09,17.82
0,282,19,0.07,0.04,5.57
1,282,64,0.23,0.09,16.23
1,282,51,0.18,0.07,13.42
1,282,46,0.16,0.1,15.58
0,282,54,0.19,0.14,18.88
0,282,76,0.27,0.16,19.97
1,282,26,0.09,0.05,5.57
0,282,37,0.13,0.1,10.12
1,282,51,0.18,0.1,13.35
0,282,163,0.58,0.25,45.51
0,282,32,0.11,0.05,10.01
0,282,66,0.23,0.12,19.34
0,282,78,0.28,0.13,25.14
0,282,6,0.02,0.04,1.95
1,282,63,0.22,0.11,14.95
1,282,35,0.12,0.05,9.6
1,282,48,0.17,0.09,12.02
1,282,52,0.18,0.09,10.63
1,282,121,0.43,0.19,32.27
0,282,81,0.29,0.1,21.41
1,282,83,0.29,0.12,20.86
0,282,41,0.15,0.11,9.09
0,282,65,0.23,0.11,19.35
0,282,99,0.35,0.32,31.5
0,282,47,0.17,0.15,13.05
0,282,1,0,0.04,-0.06
1,282,77,0.27,0.11,16.55
1,282,51,0.18,0.07,13.33
0,282,49,0.17,0.12,13.31
1,378,30,0.08,0.08,9.62
1,378,30,0.08,0.12,11.16
1,378,71,0.19,0.13,22.21
1,378,50,0.13,0.16,14.18
1,378,74,0.2,0.29,25.8
0,378,33,0.09,0.07,7.72
0,378,37,0.1,0.08,13.22
0,378,25,0.07,0.13,5.99
1,378,43,0.11,0.1,9.86
1,378,76,0.2,0.09,22.15
1,378,108,0.29,0.33,37.9
1,378,72,0.19,0.21,23.46
0,378,45,0.12,0.11,10.67
0,378,38,0.1,0.11,10.82
0,378,34,0.09,0.12,13.17
0,378,33,0.09,0.11,11.67
1,378,111,0.29,0.23,29.01
0,378,30,0.08,0.14,9.44
0,378,35,0.09,0.08,11.58
0,378,47,0.12,0.12,17.47
0,378,1,0,0.03,-0.05
0,378,73,0.19,0.09,25.02
0,378,86,0.23,0.09,27.27
1,378,44,0.12,0.09,14.66
1,378,51,0.13,0.18,16.56
1,378,52,0.14,0.13,21.36
1,378,70,0.19,0.2,25.36
1,378,66,0.17,0.15,23.83
0,378,47,0.12,0.07,15.99
0,378,55,0.15,0.1,15.76
0,378,49,0.13,0.14,18.55
0,378,68,0.18,0.12,18.16
0,378,70,0.19,0.17,20.37
0,378,101,0.27,0.18,34.23
0,378,60,0.16,0.25,17.91
1,378,102,0.27,0.11,28.99
1,378,32,0.08,0.05,10.9
0,378,56,0.15,0.06,18.41
0,378,53,0.14,0.16,16.24
0,378,45,0.12,0.16,15.1
0,378,22,0.06,0.07,6.52
0,378,46,0.12,0.06,12.68
0,378,60,0.16,0.14,18.55
0,378,36,0.1,0.14,9.32
0,378,26,0.07,0.14,6.97
0,378,19,0.05,0.1,4.46
1,378,47,0.12,0.07,14.62
1,378,34,0.09,0.05,9.11
0,378,30,0.08,0.07,7.16
1,378,33,0.09,0.13,10.42
0,378,29,0.08,0.05,8.33
0,378,47,0.12,0.16,13.33
0,378,42,0.11,0.15,11.66
0,378,53,0.14,0.14,15.75
0,378,33,0.09,0.08,8.23
0,378,53,0.14,0.14,12.64
0,378,48,0.13,0.07,18.23
0,378,31,0.08,0.12,10.28
0,378,40,0.11,0.17,12.83
0,378,37,0.1,0.08,12.53
1,378,8,0.02,0.04,3.05
0,378,46,0.12,0.05,15.72
0,378,112,0.3,0.17,40.34
0,378,48,0.13,0.13,16.22
1,378,59,0.16,0.06,22.37
